STRUCTURE_NUMBER_008,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
8.22E+13,32285300,100045198,1,5,1,N,N,N,6,6,5,N,N,5,6
8.22E+13,32284329,100034899,1,5,1,N,N,N,6,6,5,N,N,5,6
8.22E+13,32283628,100031900,1,5,1,N,N,N,7,5,5,N,N,5,6
8.22E+13,32274231,99563972,1,5,1,6,5,6,6,N,5,6,N,5,6
8.22E+13,32273821,99561881,1,5,1,N,N,N,7,5,5,9,N,5,6
8.22E+13,32294293,100082967,1,1,2,7,6,7,N,N,6,5,6,5,N
8.22E+13,32293621,100071148,1,1,2,7,7,6,N,N,6,5,4,5,N
8.22E+13,32293577,100071203,1,1,2,7,7,6,N,N,6,5,4,5,N
8.22E+13,32291461,100063856,1,1,2,7,7,7,N,N,6,5,5,5,N
8.22E+13,32291413,100063907,1,1,2,7,7,7,N,N,6,5,5,5,N
8.22E+13,32285960,100052947,1,1,2,7,7,7,N,N,6,5,3,5,N
8.22E+13,32285899,100052968,1,1,2,7,7,6,N,N,6,5,3,5,N
8.22E+13,32283869,100031850,1,5,1,N,N,N,6,6,6,6,N,5,6
8.22E+13,32283720,100031605,1,1,2,7,7,6,N,N,6,6,5,5,N
8.22E+13,32283659,100031628,1,1,2,7,7,6,N,N,6,6,4,5,N
8.22E+13,32282730,100015436,1,1,2,6,6,6,N,N,6,5,3,5,N
8.22E+13,32282666,100015431,1,1,2,6,6,6,N,N,6,5,3,5,N
8.22E+13,32283008,100014220,1,5,1,N,N,N,6,6,5,N,N,5,6
8.22E+13,32282810,100014138,1,5,1,N,N,N,7,6,6,6,N,5,6
8.22E+13,32283977,100004096,1,1,2,6,6,6,N,N,6,5,5,5,N
8.22E+13,32283916,100004116,1,1,2,6,6,6,N,N,6,5,5,5,N
8.22E+13,32283696,100002026,1,5,1,N,N,N,6,6,5,N,N,5,6
8.22E+13,32280517,99591273,1,1,2,6,6,7,N,N,6,5,3,5,N
8.22E+13,32280460,99591308,1,1,2,6,6,7,N,N,6,5,3,5,N
8.22E+13,32280053,99585369,1,5,1,N,N,N,6,5,5,N,N,5,6
8.22E+13,32274672,99571207,1,1,2,6,6,7,N,N,6,5,3,5,N
8.22E+13,32274607,99571220,1,1,2,7,7,7,N,N,6,5,3,5,N
8.22E+13,32274295,99563915,1,5,1,7,7,6,7,N,6,6,N,5,3
8.22E+13,32274119,99564147,1,5,1,7,7,7,6,N,7,5,N,5,3
8.22E+13,32273108,99544270,1,5,1,6,6,6,7,N,6,9,N,5,6
8.22E+13,32273222,99544267,1,5,1,N,N,N,7,6,5,9,N,5,6
8.22E+13,32273309,99524183,1,5,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32273291,99551386,1,1,2,6,6,6,N,N,6,5,3,5,N
8.22E+13,32273227,99551390,1,1,2,6,6,6,N,N,6,5,3,5,N
8.22E+13,32273291,99544278,1,5,1,7,7,7,8,N,7,6,N,5,7
8.22E+13,32273521,99522284,1,1,2,7,7,6,N,N,6,5,4,5,N
8.22E+13,32273420,99522272,1,1,2,7,7,7,N,N,6,5,4,5,N
8.22E+13,32273413,99504904,1,1,4,6,6,6,N,N,5,3,3,5,N
8.22E+13,32273493,99511795,1,1,2,6,6,5,N,N,5,4,5,5,N
8.22E+13,32284501,99465850,1,9,1,N,N,N,7,5,5,N,N,5,6
8.22E+13,32284926,99464381,1,9,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32284129,99471324,1,5,2,7,7,6,5,N,6,2,N,5,6
8.22E+13,32283994,99471310,1,6,1,6,6,6,6,N,6,5,3,5,8
8.22E+13,32283940,99471275,1,6,1,6,5,5,6,N,5,5,3,5,8
8.22E+13,32283835,99471174,1,5,2,6,6,6,5,N,6,2,N,5,6
8.22E+13,32281638,99481819,1,1,2,5,6,6,N,N,6,4,5,5,N
8.22E+13,32275765,99491742,1,1,2,6,5,6,N,N,5,2,6,5,N
8.22E+13,32285042,99463976,1,9,1,N,N,N,8,5,5,N,N,5,6
8.22E+13,32285189,99463476,1,9,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32291153,99455787,1,5,1,N,N,N,7,7,5,9,N,5,6
8.22E+13,32290013,99455590,1,5,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32290710,99455520,1,5,1,N,N,N,7,6,5,9,N,5,6
8.22E+13,32290389,99455509,1,5,1,N,N,N,7,7,5,N,N,5,6
8.22E+13,32291117,99453406,1,5,1,N,N,N,6,6,5,N,N,5,6
8.22E+13,32291209,99453403,1,5,1,N,N,N,6,7,6,4,N,5,7
8.22E+13,32285286,99462588,1,1,5,6,7,7,N,N,7,5,6,5,N
8.22E+13,32285497,99461453,1,1,5,6,7,7,N,N,7,4,7,5,N
8.22E+13,32290149,99460778,1,1,5,7,8,7,N,N,7,9,6,5,N
8.22E+13,32284788,99421015,1,5,1,6,6,6,6,N,6,2,N,5,6
8.22E+13,32284682,99421093,1,5,1,6,5,6,6,N,5,5,N,5,6
8.22E+13,32284637,99421147,1,5,1,6,6,6,7,N,6,5,N,5,6
8.22E+13,32284530,99421233,1,5,1,6,6,6,6,N,6,2,N,5,6
8.22E+13,32275134,99405190,1,5,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32273986,99403795,1,1,4,6,6,7,N,N,6,5,3,5,N
8.22E+13,32273940,99403847,1,1,4,7,6,6,N,N,6,5,3,5,N
8.22E+13,32263864,99390859,1,5,1,N,N,N,7,6,5,9,N,5,6
8.22E+13,32292614,99435227,1,1,4,5,6,6,N,N,6,4,4,5,N
8.22E+13,32292547,99435239,1,1,4,5,6,6,N,N,6,4,4,5,N
8.22E+13,32292615,99442171,1,1,4,5,6,6,N,N,6,5,4,5,N
8.22E+13,32292552,99442183,1,1,4,5,6,6,N,N,6,5,4,5,N
8.22E+13,32292566,99445356,1,1,4,5,6,6,N,N,6,5,3,5,N
8.22E+13,32292508,99445304,1,1,4,5,6,6,N,N,6,5,3,5,N
8.22E+13,32291398,99425116,1,5,1,7,6,7,6,N,6,4,N,5,6
8.22E+13,32291200,99425238,1,5,1,6,6,6,7,N,6,4,N,5,6
8.22E+13,32275171,99405066,1,5,1,N,N,N,6,7,6,3,N,5,6
8.22E+13,32275032,99405352,1,5,1,N,N,N,7,7,6,3,N,5,6
8.22E+13,32263692,99391025,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32262076,99382169,1,1,2,6,6,7,N,N,6,5,4,5,N
8.22E+13,32261924,99382237,1,1,2,6,6,6,N,N,6,5,4,5,N
8.22E+13,32292499,99450265,1,5,1,6,6,6,6,N,6,2,N,5,6
8.22E+13,32292420,99450226,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32292357,99450218,1,5,1,5,5,7,6,N,5,5,N,5,6
8.22E+13,32292274,99450190,1,5,1,6,6,7,6,N,6,2,N,5,6
8.22E+13,32292616,99443293,1,5,1,N,N,N,7,6,5,N,N,5,9
8.22E+13,32292612,99434655,1,4,1,7,7,7,N,N,7,5,6,5,N
8.22E+13,32292546,99434655,1,4,1,7,7,6,N,N,6,5,5,5,N
8.22E+13,32292037,99430228,1,5,1,N,N,N,6,6,5,9,N,5,6
8.22E+13,32291312,99425129,1,5,1,7,6,6,7,N,6,5,N,5,6
8.22E+13,32291277,99425202,1,5,1,6,6,6,7,N,6,5,N,5,6
8.22E+13,32291828,99430363,1,5,1,N,N,N,7,6,6,3,N,5,6
8.22E+13,32292537,99432281,1,1,5,7,7,7,N,N,7,4,7,5,N
8.22E+13,32262612,99385181,1,1,5,7,8,7,N,N,7,7,6,5,N
8.22E+13,32283821,99415895,1,1,5,7,8,7,N,N,7,9,4,5,N
8.22E+13,32283818,99415734,1,1,5,7,8,7,N,N,7,9,3,5,N
8.22E+13,32291474,100070210,1,5,1,5,5,6,6,N,5,9,N,5,6
8.22E+13,32280989,100001211,1,5,1,N,N,N,6,5,5,5,N,5,6
8.22E+13,32271533,99484200,1,5,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32271188,99480506,1,5,1,N,N,N,7,6,5,6,N,5,6
8.22E+13,32270558,99462494,1,5,1,N,N,N,6,6,5,5,N,5,6
8.22E+13,32270447,99460857,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32270031,99450967,1,5,1,N,N,N,6,6,5,2,N,5,6
8.22E+13,32262846,99392170,1,5,1,N,N,N,7,6,5,2,N,5,6
8.22E+13,32265822,99432271,5,2,3,7,8,7,N,N,7,4,4,5,N
8.22E+13,32265758,99431439,5,5,3,7,6,5,7,N,5,4,N,5,6
8.22E+13,32271269,99480405,1,5,1,N,N,N,7,5,5,6,N,5,6
8.22E+13,32271165,99481449,1,5,1,N,N,N,6,6,6,7,N,5,3
8.22E+13,32270163,99452903,1,1,2,6,6,6,N,N,6,2,4,5,N
8.22E+13,32271374,99484231,1,5,1,N,N,N,7,7,6,6,N,5,6
8.22E+13,32265475,99435929,1,1,2,5,5,6,N,N,5,2,3,5,N
8.22E+13,32271035,99482987,1,8,5,7,7,6,7,N,6,9,5,5,9
8.22E+13,32271484,99483040,6,0,5,7,8,7,N,N,7,9,N,5,N
8.22E+13,32271325,99483336,6,0,5,7,7,7,N,N,7,7,N,5,N
8.22E+13,32271403,99482269,1,5,5,7,8,7,6,N,7,7,N,5,9
8.22E+13,32271288,99482945,1,5,5,7,8,7,7,N,7,7,N,5,9
8.22E+13,32271402,99482346,1,5,1,N,N,N,6,7,7,9,N,5,6
8.22E+13,32271326,99481362,1,5,5,7,8,7,7,N,7,9,N,5,9
8.22E+13,32271227,99481537,1,5,5,6,8,8,7,N,8,9,N,5,9
8.22E+13,32272438,99503274,1,4,5,6,7,7,N,N,7,9,3,5,N
8.22E+13,32264311,99404174,5,5,5,7,7,7,7,N,7,9,N,5,9
8.22E+13,32272808,99524293,1,5,1,N,N,N,7,6,6,9,N,5,6
8.22E+13,32282852,99432434,1,5,1,N,N,N,7,6,5,5,N,5,6
8.22E+13,32282868,99431142,1,5,1,7,7,6,6,N,6,5,N,5,6
8.22E+13,32282865,99430689,1,9,1,6,6,7,6,N,6,5,N,5,6
8.22E+13,32283506,99420592,1,5,1,6,6,7,6,N,6,6,N,5,6
8.22E+13,32293430,99400381,1,5,1,7,7,5,5,N,5,5,N,5,6
8.22E+13,32293889,99395438,1,5,1,N,N,N,7,5,5,6,N,5,6
8.22E+13,32283422,99420615,1,5,1,7,7,6,7,N,6,7,N,5,6
8.22E+13,32303232,99451161,1,5,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32294921,99453186,1,5,1,N,N,N,7,7,5,N,N,5,6
8.22E+13,32292782,99454875,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32292561,99455040,1,9,1,6,6,6,7,N,6,5,N,5,6
8.22E+13,32281067,99464648,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32280161,99465237,1,9,1,N,N,N,7,6,5,9,N,5,6
8.22E+13,32275910,99465424,1,9,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32292741,99454819,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32292514,99454989,1,9,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32281103,99464710,1,5,1,6,6,6,6,N,6,3,N,5,6
8.22E+13,32281036,99464583,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32281002,99464531,1,5,1,6,6,6,6,N,6,3,N,5,6
8.22E+13,32275617,99465644,1,9,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32291679,99455611,1,9,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32291180,99455987,1,9,1,N,N,N,7,7,5,N,N,5,6
8.22E+13,32291246,99460125,1,9,1,N,N,N,6,7,6,6,N,5,7
8.22E+13,32274355,99470336,1,1,4,6,6,7,N,N,6,5,4,5,N
8.22E+13,32274336,99470426,1,1,4,6,6,5,N,N,5,5,4,5,N
8.22E+13,32263796,99471228,1,1,4,6,6,6,N,N,5,5,3,5,N
8.22E+13,32263795,99471303,1,1,4,6,6,6,N,N,5,5,3,5,N
8.22E+13,32300564,99452113,1,1,5,7,6,7,N,N,6,8,4,5,N
8.22E+13,32300573,99452190,1,1,5,7,6,7,N,N,6,8,4,5,N
8.22E+13,32283091,99463094,1,1,5,7,7,6,N,N,6,8,6,5,N
8.22E+13,32283125,99463159,1,1,5,6,7,6,N,N,6,4,7,5,N
8.22E+13,32292815,99454948,1,5,2,7,7,7,6,N,7,2,N,5,6
8.22E+13,32292657,99454708,1,5,2,7,7,7,6,N,7,2,N,5,6
8.22E+13,32305779,99450314,1,1,5,7,7,7,N,N,7,5,6,5,N
8.22E+13,32253655,99470900,1,1,5,7,8,7,N,N,7,6,4,5,N
8.22E+13,32253520,99470895,1,1,5,7,7,7,N,N,7,6,4,5,N
8.22E+13,32270945,99471001,1,4,4,6,6,6,N,N,6,4,4,5,N
8.22E+13,32270986,99470957,1,4,4,7,6,6,N,N,6,4,4,5,N
8.22E+13,32302608,99442809,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32301310,99441641,1,5,1,N,N,N,7,7,5,5,N,5,6
8.22E+13,32255749,99434311,1,5,1,N,N,N,5,6,5,5,N,5,6
8.22E+13,32252826,99440277,1,5,1,N,N,N,5,7,5,5,N,5,6
8.22E+13,32300464,99440876,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32244289,99443268,1,5,1,N,N,N,7,7,5,5,N,5,6
8.22E+13,32234402,99443268,1,5,1,N,N,N,6,5,5,5,N,5,6
8.22E+13,32282307,99433664,1,5,1,N,N,N,6,7,5,5,N,5,6
8.22E+13,32181651,99452992,1,9,1,N,N,N,7,6,5,9,N,5,6
8.22E+13,32180588,99453093,1,9,1,N,N,N,8,6,5,9,N,5,6
8.22E+13,32175224,99453225,1,5,1,6,6,6,6,N,6,7,N,5,6
8.22E+13,32143075,99453435,1,5,1,N,N,N,6,6,5,9,N,5,6
8.22E+13,32251681,99470058,1,5,1,7,7,5,4,N,5,4,N,5,7
8.22E+13,32251747,99465875,1,5,1,6,6,6,6,N,6,4,N,5,7
8.22E+13,32245804,99464426,1,9,1,N,N,N,5,6,5,N,N,5,6
8.22E+13,32244166,99462396,1,5,1,N,N,N,7,6,5,N,N,5,6
8.22E+13,32233503,99445283,1,5,1,N,N,N,6,6,5,N,N,5,6
8.22E+13,32175219,99453146,1,5,1,6,6,6,7,N,6,7,N,5,6
8.22E+13,32222232,99443097,1,1,5,6,6,7,N,N,6,6,5,5,N
8.22E+13,32222233,99443141,1,1,5,6,7,7,N,N,7,6,5,5,N
8.22E+13,32240491,99452960,1,1,4,7,7,7,N,N,7,6,3,5,N
8.22E+13,32210961,99443336,1,5,1,N,N,N,6,7,7,N,N,5,7
8.22E+13,32210639,99443219,1,1,5,6,7,6,N,N,6,9,6,5,N
8.22E+13,32251726,99465896,1,5,5,7,8,6,6,N,6,6,N,5,9
8.22E+13,32251762,99470058,1,5,5,7,8,6,5,N,6,6,N,5,9
8.22E+13,32244625,99463024,1,1,5,7,8,7,N,N,7,6,4,5,N
8.22E+13,32244591,99462942,1,1,5,7,8,7,N,N,7,6,4,5,N
8.22E+13,32231700,99444104,1,1,5,7,7,6,N,N,6,9,6,5,N
8.22E+13,32230436,99443347,1,1,5,6,6,7,N,N,6,9,5,5,N
8.22E+13,32240560,99453070,1,1,4,7,7,7,N,N,7,6,3,5,N
8.22E+13,32120931,99475396,1,5,1,N,N,N,7,5,5,5,N,5,6
8.22E+13,32112383,99481620,1,5,1,N,N,N,7,6,6,6,N,5,6
8.22E+13,32071814,99522155,1,5,1,7,7,6,6,N,6,6,N,5,6
8.22E+13,32070617,99523563,1,9,1,7,7,7,6,N,7,6,N,5,6
8.22E+13,32092424,99495220,1,5,1,N,N,N,7,7,6,N,N,5,6
8.22E+13,32115012,99450357,1,5,1,6,6,6,6,N,6,9,N,5,9
8.22E+13,32111283,99450387,1,5,1,N,N,N,6,6,6,9,N,5,9
8.22E+13,32110589,99450393,1,5,1,N,N,N,6,6,6,9,N,5,9
8.22E+13,32090579,99445981,1,5,5,6,8,7,6,N,7,9,N,5,9
8.22E+13,32074272,99441665,1,5,5,7,7,7,7,N,7,9,N,5,9
8.22E+13,32054337,99422163,1,5,5,7,8,7,7,N,7,9,N,5,9
8.22E+13,32052781,99420564,1,5,5,7,8,7,7,N,7,9,N,5,9
8.22E+13,32205822,99382463,1,5,1,N,N,N,6,7,6,N,N,5,6
8.22E+13,32204621,99381834,1,5,1,6,6,7,6,N,6,6,N,5,6
8.22E+13,32223833,99391691,1,5,1,N,N,N,7,6,6,N,N,5,6
8.22E+13,32261225,99432573,1,5,1,6,6,6,6,N,6,4,N,5,6
8.22E+13,32261176,99431895,1,9,1,N,N,N,7,6,5,4,N,5,6
8.22E+13,32261173,99424267,1,5,1,7,7,6,6,N,6,4,N,5,6
8.22E+13,32260573,99411430,1,1,4,7,6,7,N,N,5,9,6,5,N
8.22E+13,32261105,99414395,1,5,1,N,N,N,7,7,5,N,N,5,6
8.22E+13,32082236,100062593,1,5,5,7,8,7,7,N,7,8,N,5,9
8.22E+13,32091640,100055965,1,5,1,N,N,N,7,6,6,7,N,5,6
8.22E+13,32052691,100080954,1,1,5,5,7,7,N,N,7,6,4,5,N
8.22E+13,32080023,100063678,1,5,5,7,8,7,7,N,7,8,N,5,9
8.22E+13,32151202,99590661,1,5,1,6,5,5,6,N,5,6,N,5,6
8.22E+13,32154894,99581896,1,5,1,7,6,6,6,N,6,6,N,5,6
8.22E+13,32242129,99481827,1,1,5,7,7,7,N,N,7,9,6,5,N
8.22E+13,32204954,99524017,1,5,1,N,N,N,6,7,6,N,N,5,6
8.22E+13,32203462,99530501,1,2,4,6,5,5,N,N,5,6,4,5,N
8.22E+13,32062378,100085220,1,5,1,N,N,N,7,6,6,5,N,5,6
8.22E+13,32050303,100075368,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32210884,99490409,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32210883,99485591,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32210882,99484894,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32210861,99482904,1,5,3,7,7,5,6,N,5,3,N,5,6
8.22E+13,32210853,99472968,1,5,1,N,N,N,8,6,5,5,N,5,6
8.22E+13,32210825,99464542,1,5,1,N,N,N,7,7,5,9,N,5,6
8.22E+13,32210716,99453286,1,5,1,N,N,N,7,7,5,9,N,5,6
8.22E+13,32211849,99500528,1,5,1,N,N,N,7,6,6,5,N,5,6
8.22E+13,32212798,99434276,1,5,1,N,N,N,6,7,5,9,N,5,6
8.22E+13,32274247,100002964,1,5,1,N,N,N,6,5,5,4,N,5,6
8.22E+13,32252816,99592483,1,5,1,N,N,N,6,6,6,6,N,5,6
8.22E+13,32225543,99541453,1,5,1,N,N,N,6,6,6,3,N,5,6
8.22E+13,32223497,99540830,1,5,1,N,N,N,7,6,6,3,N,5,6
8.22E+13,32212120,99534413,1,5,1,N,N,N,5,7,6,5,N,5,6
8.22E+13,32210483,99533914,1,5,1,N,N,N,7,7,6,4,N,5,6
8.22E+13,32240406,99571035,1,5,1,N,N,N,6,6,6,4,N,5,6
8.22E+13,32240976,99564427,1,5,1,N,N,N,7,6,6,4,N,5,6
8.22E+13,32241574,99561726,1,5,1,N,N,N,7,6,6,4,N,5,6
8.22E+13,32195582,99523937,1,5,1,N,N,N,7,7,6,6,N,5,6
8.22E+13,32180525,99493237,1,5,1,N,N,N,6,7,6,6,N,5,6
8.22E+13,32241507,99513592,1,5,1,N,N,N,7,7,6,6,N,5,6
8.22E+13,32240304,99512249,1,5,1,N,N,N,7,6,6,6,N,5,6
8.22E+13,32233020,99511123,1,5,1,N,N,N,7,7,7,5,N,5,6
8.22E+13,32295613,99530499,1,5,1,N,N,N,7,6,6,5,N,5,6
8.22E+13,32274464,99522578,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32302676,99531398,1,5,5,8,8,7,6,N,7,8,N,5,9
8.22E+13,32163074,99500451,1,5,1,N,N,N,5,7,6,6,N,5,6
8.22E+13,32220573,99464182,1,5,1,N,N,N,6,7,5,4,N,5,6
8.22E+13,32194279,99481884,1,9,1,7,6,6,7,N,6,6,N,5,6
8.22E+13,32194111,99482113,1,5,1,6,6,6,6,N,6,6,N,5,6
8.22E+13,32181395,99485791,1,5,1,6,6,6,6,N,6,5,N,5,6
8.22E+13,32163054,99500878,1,5,1,6,6,6,5,N,6,5,N,5,6
8.22E+13,32134534,99541277,1,5,1,N,N,N,6,6,6,6,N,5,3
8.22E+13,32133815,99543669,1,5,1,N,N,N,5,7,6,6,N,5,6
8.22E+13,32135648,99555133,1,5,1,N,N,N,7,6,6,6,N,5,3
8.22E+13,32140740,99555839,1,5,1,N,N,N,6,7,6,6,N,5,6
8.22E+13,32145514,99571207,1,5,1,N,N,N,5,7,6,6,N,5,6
8.22E+13,32145930,99575126,1,5,1,N,N,N,5,7,6,N,N,5,6
8.22E+13,32145923,99575367,1,9,1,N,N,N,6,7,6,6,N,5,6
8.22E+13,32150319,99585483,1,5,1,7,7,7,6,N,7,5,N,5,6
8.22E+13,32261176,100033321,1,5,1,N,N,N,8,7,6,6,N,5,6
8.22E+13,32195475,100072126,1,5,1,N,N,N,7,7,6,6,N,5,6
8.22E+13,32205785,100055700,1,5,1,N,N,N,7,7,6,5,N,5,6
8.22E+13,32210090,100054112,1,5,1,N,N,N,7,6,6,6,N,5,6
8.22E+13,32225733,100040950,1,5,1,N,N,N,6,6,6,5,N,5,6
8.22E+13,32220090,100034994,1,5,1,N,N,N,6,5,5,5,N,5,6
8.22E+13,32203711,100064641,1,5,5,8,8,7,7,N,7,9,N,5,8
8.22E+13,32081398,99433819,1,5,1,7,5,4,7,N,4,5,N,5,6
8.22E+13,32083585,99405049,1,5,1,N,N,N,5,7,6,7,N,5,6
8.22E+13,32102789,99465670,1,5,1,N,N,N,7,6,6,7,N,5,7
8.22E+13,32102734,99452278,1,5,1,N,N,N,6,6,6,6,N,5,7
8.22E+13,32083189,99474810,1,5,1,N,N,N,7,6,6,7,N,5,6
8.22E+13,32054625,99461472,1,5,1,N,N,N,7,7,6,6,N,5,6
8.22E+13,32073761,99461404,1,5,1,N,N,N,6,7,6,5,N,5,7
8.22E+13,32055734,99555999,1,5,1,7,7,7,6,N,7,5,N,5,4
8.22E+13,32060332,99581894,1,5,1,6,6,7,6,N,6,5,N,5,7
8.22E+13,32074291,100035434,1,5,1,N,N,N,7,7,6,6,N,5,7
8.22E+13,32285732,100073484,1,5,1,N,N,N,7,5,5,5,N,5,7
8.22E+13,32260968,100054772,1,5,1,N,N,N,7,6,6,8,N,5,7
8.22E+13,32194257,99390036,1,5,1,N,N,N,6,7,6,7,N,5,6
8.22E+13,32191675,99425800,1,5,1,N,N,N,6,7,7,7,N,5,7
8.22E+13,32191672,99424924,1,5,1,N,N,N,7,7,7,7,N,5,7
8.22E+13,32192929,99423011,1,5,1,N,N,N,7,7,7,7,N,5,7
8.22E+13,32191655,99444545,1,5,1,N,N,N,7,6,6,7,N,5,7
8.22E+13,32191675,99440969,1,5,1,N,N,N,7,7,7,N,N,5,7
8.22E+13,32301464,99432315,1,5,1,N,N,N,7,7,6,9,N,5,6
8.22E+13,32271127,99482322,1,5,1,N,N,N,7,6,6,N,N,5,6
8.22E+13,32254723,99483070,1,5,1,7,7,7,6,N,7,4,N,5,6
8.22E+13,32253906,99483060,1,5,1,N,N,N,6,7,5,4,N,5,6
8.22E+13,32252599,99483060,1,5,1,N,N,N,7,7,5,4,N,5,6
8.22E+13,32052418,99591462,1,5,1,N,N,N,7,7,6,4,N,5,7
8.22E+13,32271044,99405930,1,5,1,6,6,6,7,N,6,7,N,5,6
8.22E+13,32270754,99405970,1,9,1,N,N,N,7,6,5,N,N,5,9
8.22E+13,32270557,99405996,1,9,1,N,N,N,7,7,5,N,N,5,6
8.22E+13,32245482,99420736,1,5,1,7,7,7,6,N,7,5,N,5,6
8.22E+13,32234339,99430846,1,5,1,N,N,N,7,6,5,9,N,5,6
8.22E+13,32232405,99433905,1,5,1,6,6,5,7,N,5,4,N,5,6
8.22E+13,32244133,99422898,1,1,5,6,7,7,N,N,7,7,6,5,N
8.22E+13,32240547,99425778,1,1,5,6,6,7,N,N,6,7,7,5,N
8.22E+13,32232669,99433097,1,1,5,6,6,6,N,N,6,7,5,5,N
8.22E+13,32234290,99430722,1,5,1,N,N,N,7,6,5,3,N,5,7
8.22E+13,32234382,99430962,1,5,1,N,N,N,7,7,5,4,N,5,7
8.22E+13,32244048,99422923,1,1,5,7,7,7,N,N,7,5,6,5,N
8.22E+13,32240564,99425687,1,1,5,6,7,7,N,N,7,5,6,5,N
8.22E+13,32245445,99420636,1,5,5,7,8,7,6,N,7,5,N,5,6
8.22E+13,32263516,99405910,1,2,5,7,6,5,N,N,5,4,9,5,N
8.22E+13,32271035,99405833,1,5,5,7,7,7,6,N,7,6,N,5,9
8.22E+13,32263555,99410027,1,2,5,7,7,6,N,N,6,5,7,5,N
8.22E+13,32232322,99433949,1,5,5,7,6,7,7,N,6,9,N,5,6
8.22E+13,32260562,99411335,1,1,5,7,7,6,N,N,6,6,9,5,N
8.22E+13,32231460,99442933,1,1,5,7,7,7,N,N,7,9,7,5,N
8.22E+13,32231360,99443230,1,1,5,7,7,7,N,N,7,9,7,5,N
8.22E+13,32264695,99410018,1,1,5,7,6,6,N,N,6,7,9,5,N
8.22E+13,32264694,99405961,1,1,5,7,6,6,N,N,6,6,9,5,N
8.22E+13,32303725,99412675,1,5,1,N,N,N,6,7,6,N,N,5,6
8.22E+13,32285815,99412666,1,5,1,N,N,N,7,7,6,9,N,5,6
8.22E+13,32170126,100034536,1,5,1,N,N,N,8,7,6,6,N,5,6
8.22E+13,32151651,99592168,1,5,1,6,6,7,7,N,6,4,N,5,6
8.22E+13,32153677,100000574,1,5,5,7,7,8,7,N,7,6,N,5,8
8.22E+13,32153264,99594905,1,5,5,7,8,7,6,N,7,6,N,5,8
8.22E+13,32232990,100062172,1,5,1,N,N,N,6,7,6,7,N,5,7
8.22E+13,32303081,99431073,1,5,1,N,N,N,8,7,6,6,N,5,3
8.22E+13,32305213,99421025,1,5,5,7,7,7,6,N,4,5,N,5,9
082210AA0107001,32201433,99392483,1,5,1,N,N,N,7,7,6,5,N,5,7
082210AA0107002,32204838,99392491,1,5,1,N,N,N,7,6,6,5,N,5,7
082210AA0111001,32221987,99405428,1,5,5,7,7,7,6,N,7,5,N,5,9
082210AA0115001,32203504,99394211,1,5,5,7,8,7,6,N,7,5,N,5,6
082210AA0126001,32205911,99433140,1,5,1,N,N,N,7,7,6,5,N,5,7
082210AA0149001,32163897,99460421,1,5,1,N,N,N,5,6,6,4,N,5,7
082210AA0154001,32142656,99484398,1,2,5,7,7,6,N,N,6,8,5,5,N
082210AA0172001,32073919,99442526,1,5,1,6,6,4,5,N,4,4,N,3,7
082210AA0173001,32074021,99522562,1,5,5,7,8,7,5,N,7,5,N,5,6
082210AA0184002,32084036,99583948,1,5,1,N,N,N,6,7,7,5,N,5,7
082210AA0184003,32091417,99591451,1,5,1,N,N,N,7,7,6,5,N,5,8
082210AA0184004,32100506,99582563,1,5,1,N,N,N,7,7,7,5,N,5,7
082210AA0186001,32071424,99591444,1,5,1,N,N,N,6,6,6,5,N,5,7
