STRUCTURE_NUMBER_008,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
032430B03020001,33511084,98333349,1,5,1,N,N,N,6,6,6,6,N,5,7
032430B03270002,33522659,98322345,1,5,1,N,N,N,7,7,6,2,N,5,6
032430B03460001,33542384,98290494,1,5,1,N,N,N,6,6,6,6,N,5,7
032430B03550001,33565193,98302880,1,5,1,N,N,N,5,6,6,6,N,5,3
032430B03550002,33560208,98301809,1,5,1,N,N,N,7,7,6,5,N,5,7
032430B03670007,33561069,98305897,1,5,1,N,N,N,7,7,6,3,N,5,6
032430B03690008,33523594,98325230,1,5,1,N,N,N,6,6,6,2,N,5,6
032430B03825001,33540063,98273012,1,5,1,N,N,N,6,6,6,4,N,5,7
032430B03915001,33522660,98314733,1,5,1,N,N,N,6,6,5,2,N,5,6
032430B03915004,33515325,98314332,1,5,1,N,N,N,8,8,8,2,N,5,7
032430B03915005,33514479,98315583,1,5,1,N,N,N,7,8,8,2,N,5,6
032430B03990008,33523344,98284565,1,5,1,N,N,N,6,7,6,9,N,5,6
032430B03990009,33521265,98305763,1,5,1,N,N,N,6,7,5,2,N,5,6
032430B03990010,33521374,98305567,1,5,1,N,N,N,6,7,5,2,N,5,6
032430B03990011,33521412,98313390,1,5,1,N,N,N,6,6,6,4,N,5,6
032430B03990013,33523764,98303026,1,5,5,6,6,6,7,N,6,2,N,5,6
032430B03990014,33523850,98302843,1,5,5,5,6,6,7,N,6,2,N,5,6
032430B03990015,33521642,98304985,1,5,1,N,N,N,6,6,5,2,N,5,6
032430B03990016,33521652,98305102,1,5,1,N,N,N,6,7,5,2,N,5,6
032430B04131013,33554644,98343095,1,5,1,N,N,N,6,7,6,2,N,5,6
032430B04700003,33560213,98303684,1,5,1,N,N,N,7,6,6,9,N,5,6
032430B04700004,33562255,98304212,1,5,1,N,N,N,7,6,6,2,N,5,6
032430B04870001,33561619,98313012,1,5,1,7,7,7,7,N,7,5,N,5,7
032430B05076001,33504923,98304437,1,5,1,N,N,N,7,6,6,9,N,5,7
032430B05215001,33542410,98290046,1,5,1,N,N,N,7,6,6,6,N,5,7
032430B05245001,33520218,98301059,1,5,1,N,N,N,7,6,6,6,N,5,7
032430B05390024,33520543,98310625,1,5,1,N,N,N,6,7,5,2,N,5,6
032430B05525001,33521826,98304399,1,5,5,8,7,7,7,N,7,5,N,5,7
032430B06186001,33514597,98345687,1,5,1,N,N,N,5,5,5,5,N,5,7
032430C00075001,34034955,98330934,1,5,1,N,N,N,6,6,6,4,N,5,7
032430D00480001,33573097,98395180,1,5,1,N,N,N,6,7,6,N,N,5,9
032430F00025001,33551081,98352213,1,5,1,N,N,N,5,5,5,5,N,5,7
3.244E+13,34142302,99265736,1,2,3,6,6,6,N,N,5,9,4,5,N
3.244E+13,34144596,99275233,1,5,1,N,N,N,7,6,4,9,N,5,6
3.244E+13,34133099,99243833,1,5,1,6,6,6,6,N,5,7,N,5,8
3.244E+13,34130382,99233577,1,5,1,6,6,6,8,N,5,7,N,5,8
3.244E+13,34104265,99192293,1,5,3,5,6,6,5,N,5,7,N,5,8
3.244E+13,34103031,99191593,1,9,3,5,4,6,8,N,4,7,N,5,8
3.244E+13,34101384,99190578,1,2,1,5,6,5,N,N,5,6,4,5,N
3.244E+13,34104303,99192211,1,5,1,6,6,6,6,N,6,7,N,5,8
3.244E+13,34103072,99191513,1,9,1,6,6,5,5,N,5,7,N,5,8
3.244E+13,34101362,99190455,1,2,5,5,6,5,N,N,5,6,5,5,N
3.244E+13,34094729,99184988,1,5,1,N,N,N,7,7,5,N,N,5,6
3.244E+13,34100245,99185846,1,5,1,6,7,5,5,N,5,7,N,5,6
3.244E+13,34124410,99224985,1,1,6,7,6,7,N,N,6,5,7,5,N
3.244E+13,34110365,99195713,1,5,1,N,N,N,6,7,5,2,N,5,6
3.244E+13,34110657,99194965,1,1,6,7,7,7,N,N,5,5,7,5,N
3.244E+13,34144836,99275313,1,5,1,N,N,N,7,7,6,N,N,5,8
3.244E+13,34142648,99265994,1,2,5,7,7,6,N,N,6,8,6,5,N
3.244E+13,34133251,99243793,1,5,1,N,N,N,6,7,6,N,N,5,6
3.244E+13,34130591,99233608,1,5,1,N,N,N,7,6,6,N,N,5,8
3.244E+13,34093891,99175499,1,1,5,6,7,7,N,N,7,6,9,5,N
3.244E+13,34093831,99175489,1,1,5,7,7,6,N,N,6,6,9,5,N
3.244E+13,34093538,99170595,1,1,5,7,7,6,N,N,6,6,4,5,N
3.244E+13,34093473,99170594,1,1,5,7,7,6,N,N,6,6,4,5,N
3.244E+13,34093095,99161616,6,1,5,7,7,7,N,N,7,7,9,5,N
3.244E+13,34093016,99161640,6,1,5,7,6,7,N,N,6,7,9,5,N
3.244E+13,34100269,99185777,1,5,5,6,8,6,6,N,6,9,N,5,6
3.244E+13,34080107,99095437,1,5,1,7,5,6,6,N,5,4,N,5,6
3.244E+13,34075273,99091452,1,7,5,6,5,5,7,N,4,7,4,5,9
3.244E+13,34075854,99095662,1,5,1,N,N,N,7,6,4,N,N,5,8
3.244E+13,34075016,99093832,1,1,4,7,6,7,N,N,6,5,5,5,N
3.244E+13,34075329,99091618,1,7,4,7,6,5,7,N,5,7,4,5,9
3.244E+13,34080430,99083500,1,1,4,7,6,7,N,N,6,6,4,5,N
3.244E+13,34075393,99081242,1,1,4,7,5,7,N,N,5,6,6,5,N
3.244E+13,34075364,99081320,1,1,4,7,7,7,N,N,7,6,6,5,N
3.244E+13,34085370,99133770,1,1,4,4,5,6,N,N,5,6,4,5,N
3.244E+13,34084248,99125617,1,5,1,N,N,N,6,6,6,5,N,5,6
3.244E+13,34092917,99160154,1,5,1,N,N,N,7,7,6,N,N,5,7
3.244E+13,34092331,99155041,1,5,1,N,N,N,6,6,5,N,N,5,6
3.244E+13,34091684,99151371,1,1,5,7,7,6,N,N,6,5,6,5,N
3.244E+13,34085888,99140950,1,1,4,5,6,6,N,N,6,7,6,5,N
3.244E+13,34084412,99125650,1,5,5,7,7,7,6,N,7,6,N,5,8
3.244E+13,34084328,99125626,1,5,5,7,8,7,7,N,7,6,N,5,8
3.244E+13,34090899,99144485,1,5,5,7,8,7,7,N,7,7,N,5,8
3.244E+13,34090959,99144400,1,5,5,7,8,7,7,N,7,7,N,5,8
3.244E+13,34031959,98583630,1,5,1,N,N,N,6,6,5,7,N,5,6
3.244E+13,34062131,99051759,1,5,1,N,N,N,6,6,5,N,N,5,6
3.244E+13,34045155,99015345,1,1,5,7,7,6,N,N,6,8,9,5,N
3.244E+13,34045099,99015386,1,1,5,7,7,7,N,N,7,8,9,5,N
3.244E+13,34043461,99011591,1,1,5,7,7,6,N,N,6,8,9,5,N
3.244E+13,34043400,99011642,1,1,5,6,7,6,N,N,6,8,9,5,N
3.244E+13,34032111,98583556,1,5,1,N,N,N,7,6,5,N,N,5,6
3.244E+13,34090314,99152301,1,5,1,N,N,N,6,6,6,7,N,5,6
3.244E+13,34090372,99152296,1,5,1,7,7,6,6,N,6,6,N,5,6
3.244E+13,34094334,99185075,1,5,1,N,N,N,6,7,7,N,N,5,6
3.244E+13,34255309,99203004,1,5,6,6,7,6,6,N,6,7,N,5,8
3.244E+13,34215498,99190220,1,5,1,N,N,N,7,7,6,9,N,5,6
3.244E+13,34174344,99174571,1,5,1,N,N,N,7,7,6,N,N,5,6
3.244E+13,34160339,99171485,1,5,1,N,N,N,7,6,6,7,N,5,6
3.244E+13,34141452,99164182,1,5,1,N,N,N,5,6,6,7,N,5,6
3.244E+13,34242320,99195702,1,5,1,N,N,N,7,7,4,7,N,5,6
3.244E+13,34071531,99164619,1,5,1,N,N,N,7,7,6,8,N,5,5
3.244E+13,34062183,99162782,1,5,1,N,N,N,5,5,4,N,N,5,6
3.244E+13,34101962,99165836,1,9,5,7,7,8,7,N,7,6,N,5,8
3.244E+13,34104695,99164072,1,5,5,7,7,6,6,N,6,6,N,5,8
3.244E+13,34005316,99143391,1,5,1,7,7,7,5,N,7,9,N,5,5
3.244E+13,34001566,99140644,1,5,1,N,N,N,7,6,6,9,N,5,6
3.244E+13,33581278,99125127,1,5,1,N,N,N,7,6,6,9,N,5,6
3.244E+13,33574748,99124210,1,5,1,7,7,6,6,N,6,9,N,5,6
3.244E+13,33535462,99111443,1,5,1,N,N,N,7,7,6,9,N,5,6
3.244E+13,34094674,99184577,1,1,5,7,7,7,N,N,7,7,6,5,N
3.244E+13,34094626,99184645,1,1,5,6,6,6,N,N,6,7,6,5,N
3.244E+13,34123560,99045543,1,5,5,7,7,6,6,N,6,7,N,5,8
3.24401E+13,34044630,99002737,1,5,1,N,N,N,7,6,6,6,N,5,6
3.24401E+13,34183916,99264146,1,5,2,7,7,8,7,N,7,5,N,5,4
3.24401E+13,34183973,99262660,1,5,5,7,7,8,8,N,7,6,N,5,9
3.24401E+13,34045617,99171031,1,5,1,N,N,N,5,6,6,N,N,5,3
3.24401E+13,34045879,99165866,1,5,1,N,N,N,6,7,6,N,N,5,6
3.24401E+13,34044467,99180601,1,5,1,N,N,N,6,6,6,4,N,5,6
3.24401E+13,34060865,99154471,1,5,1,N,N,N,7,6,6,4,N,5,6
3.24401E+13,34063970,99132022,1,5,1,N,N,N,7,6,6,4,N,5,6
3.24401E+13,34064796,99124202,1,5,1,N,N,N,7,6,6,4,N,5,6
3.24401E+13,34072125,99100806,1,5,1,N,N,N,6,7,7,N,N,5,6
3.24401E+13,34090215,99024560,1,5,1,N,N,N,5,6,6,5,N,5,7
3.24401E+13,34110819,99220299,1,5,1,7,7,6,6,N,6,4,N,5,6
3.24401E+13,34110452,99222036,1,5,1,6,6,6,8,N,6,4,N,5,6
3.24401E+13,34105944,99224428,1,5,1,6,6,5,6,N,5,4,N,5,6
3.24401E+13,34103561,99244009,1,5,1,N,N,N,5,6,6,3,N,5,6
3.24401E+13,34095189,99281196,1,5,1,N,N,N,6,4,4,4,N,5,6
3.24401E+13,34175454,99152707,1,5,1,N,N,N,7,6,6,3,N,5,7
3.24401E+13,34192093,99150008,1,5,1,N,N,N,6,5,5,4,N,5,4
3.24401E+13,34163765,99274703,1,5,1,N,N,N,7,6,5,5,N,5,7
3.24401E+13,34154894,99251579,1,5,1,N,N,N,8,7,5,5,N,5,7
3.24401E+13,34004882,99090946,1,5,1,7,7,7,6,N,6,5,N,5,6
3.24401E+13,34030155,99065248,1,5,1,N,N,N,6,7,6,N,N,5,6
3.24401E+13,34031391,99054587,1,5,1,N,N,N,5,7,6,N,N,5,6
3.24401E+13,33591938,99120583,1,5,5,7,8,8,8,N,8,6,N,5,9
3.24402E+13,34075001,99031490,1,5,1,N,N,N,6,6,6,5,N,5,7
3.24402E+13,34104642,99050520,1,5,1,N,N,N,4,5,5,6,N,5,7
3.24402E+13,34110342,99073906,1,5,1,6,7,6,5,N,6,4,N,5,7
3.24402E+13,34093728,99123623,1,5,5,7,8,8,7,N,8,6,N,5,9
3.24402E+13,34095173,99113753,1,5,5,7,8,8,8,N,8,6,N,5,9
3.24402E+13,33585197,99085717,1,5,1,6,5,6,5,N,5,4,N,5,6
3.24402E+13,33595083,98592649,1,5,1,N,N,N,7,7,6,N,N,5,6
3.24402E+13,34001825,98574203,1,5,1,N,N,N,5,7,6,N,N,5,6
3.24402E+13,33581608,99070686,1,5,1,N,N,N,6,5,5,4,N,5,6
3.24402E+13,33573212,99035855,1,5,1,7,7,7,7,N,6,5,N,5,6
3.24402E+13,33573107,99033698,1,5,1,N,N,N,6,7,6,4,N,5,6
3.24402E+13,34112576,99184474,1,5,1,N,N,N,7,6,5,4,N,5,6
3.24402E+13,34112549,99183329,1,5,1,N,N,N,6,6,5,4,N,5,6
3.24402E+13,34115903,99123375,1,5,1,N,N,N,6,6,6,N,N,5,7
3.24402E+13,34111983,99150769,1,5,1,N,N,N,7,7,7,6,N,5,7
3.24402E+13,33554792,98592378,1,5,1,7,7,7,7,N,7,6,N,5,7
3.24402E+13,34114451,99274962,1,5,1,N,N,N,7,7,5,6,N,5,7
3.24402E+13,34105440,99273405,1,5,1,N,N,N,6,7,5,6,N,5,7
3.24402E+13,34131706,99281636,1,5,1,N,N,N,7,7,7,4,N,5,7
3.24403E+13,34014954,99190612,1,5,1,N,N,N,7,6,6,N,N,5,7
3.24403E+13,34191758,99280476,1,5,1,N,N,N,7,6,5,4,N,5,6
3.24403E+13,34204643,99251735,1,5,5,7,7,6,5,N,6,5,N,5,8
032440AA0106001,34173540,99272746,1,5,5,7,8,7,6,N,7,5,N,5,7
032440AA0119001,34195867,99260262,1,5,3,N,N,N,5,5,5,6,N,5,3
032440AA0123003,34154569,99212929,1,5,3,8,6,6,6,N,6,7,N,5,7
032440AA0147001,34155580,99203723,1,5,1,N,N,N,7,7,7,6,N,5,8
032440AA0147002,34163008,99175225,1,5,2,6,6,5,6,N,5,5,N,5,4
032440AA0147003,34165113,99161207,1,5,3,6,6,6,6,N,6,3,N,5,7
032440AA0147004,34170974,99144319,1,5,1,N,N,N,7,7,7,6,N,5,7
032440AA0155001,34160246,99160956,1,5,3,8,6,6,6,N,6,6,N,5,7
032440AA0172001,34140160,99142634,1,5,3,7,7,6,7,N,6,5,N,5,7
032440AA0180001,34131866,99243170,1,5,3,N,N,N,4,4,4,N,N,5,7
032440AA0182002,34112345,99232479,1,5,5,7,8,7,7,N,7,5,N,5,7
032440AA0182003,34084508,99245539,1,5,3,7,6,6,7,N,6,4,N,5,7
032440AA0183001,34085650,99225382,1,5,1,N,N,N,6,7,7,5,N,5,7
032440AA0184001,34090568,99270186,1,5,1,N,N,N,6,6,6,6,N,5,7
032440AA0195001,34115778,99264296,1,5,1,N,N,N,7,7,6,5,N,5,7
032440AA0197003,34095415,99020179,1,5,3,6,6,6,6,N,4,4,N,1,7
032440AA0197004,34095416,99044669,1,5,3,6,6,6,6,N,6,5,N,5,7
032440AA0198001,34044331,99180749,1,5,3,7,5,6,6,N,4,5,N,2,7
032440AA0202001,34013858,99210659,1,5,5,7,8,7,7,N,7,5,N,5,7
032440AA0202002,34013466,99212159,1,5,3,7,5,6,6,N,4,5,N,2,7
032440AA0238001,34064728,99165854,1,5,1,N,N,N,5,5,5,5,N,5,7
032440AA0240001,34034763,99181887,1,5,1,N,N,N,5,5,5,7,N,5,7
032440AA0241001,34002606,99230738,1,5,4,7,6,5,6,N,5,3,N,5,7
032440AA0241003,33594148,99235950,1,5,3,6,6,6,7,N,6,6,N,5,7
032440AA0243001,34054045,99134408,1,5,1,N,N,N,7,7,7,6,N,5,8
032440AA0245001,34073586,99162332,1,5,1,N,N,N,7,7,7,5,N,5,7
032440AA0247001,34083243,99154968,1,5,1,N,N,N,6,7,7,5,N,5,7
032440AA0260001,34090020,99123022,1,5,5,7,8,7,7,N,7,6,N,5,7
032440AA0274001,34091804,99021535,1,5,5,7,8,8,7,N,8,6,N,5,8
032440AA0275001,34101977,99011253,1,5,5,7,8,7,7,N,7,6,N,5,7
032440AA0277001,34102954,99000964,1,5,3,5,6,5,5,N,4,5,N,0,7
032440AA0278002,34101577,98590580,1,5,5,7,8,7,6,N,7,5,N,5,7
032440AA0287001,34075402,99023800,1,5,5,7,8,7,7,N,7,6,N,5,4
032440AA0324001,33565145,99025114,1,5,5,7,8,7,6,N,7,6,N,5,7
032440AA0339002,33591220,99053086,1,5,5,8,7,7,7,N,7,6,N,5,6
3.252E+13,33072307,98352892,1,5,1,8,7,6,6,N,6,7,N,5,6
3.252E+13,33091462,98355828,1,5,1,7,6,6,5,N,6,4,N,5,6
3.252E+13,33114046,98390407,1,5,5,7,7,7,7,N,7,9,N,5,6
3.252E+13,33072737,98311910,1,5,1,N,N,N,6,6,6,N,N,5,6
3.252E+13,33080700,98293238,1,5,1,N,N,N,6,6,6,6,N,5,6
3.252E+13,33092573,98253912,1,5,1,N,N,N,6,6,6,6,N,5,6
3.252E+13,33093548,98262457,1,5,1,N,N,N,7,7,7,6,N,5,6
3.252E+13,33031453,98375786,1,5,1,N,N,N,7,7,6,9,N,5,6
3.252E+13,33062366,98360548,1,5,1,6,6,5,6,N,5,6,N,5,6
3.252E+13,33040858,98372665,1,5,1,N,N,N,6,6,6,N,N,5,6
3.252E+13,33012805,98384187,1,5,5,7,7,7,6,N,7,8,N,5,9
3.252E+13,33224205,98450431,1,5,1,N,N,N,5,7,6,N,N,5,6
3.252E+13,33214399,98445974,1,5,1,N,N,N,7,7,6,9,N,5,6
3.252E+13,33214956,98445920,1,5,1,N,N,N,7,7,6,7,N,5,6
3.252E+13,33161301,98560631,1,9,5,7,7,6,6,N,6,9,N,5,6
3.252E+13,33161752,98555145,1,5,5,7,7,6,6,N,6,9,N,5,6
3.252E+13,33215166,98455384,1,5,3,7,6,6,7,N,6,4,N,5,6
3.252E+13,33105904,98535629,1,9,1,N,N,N,7,6,6,9,N,5,6
3.252E+13,33105893,98534067,1,5,1,7,7,6,6,N,6,7,N,5,3
3.252E+13,33105831,98530547,1,5,1,8,6,7,6,N,6,7,N,5,6
3.252E+13,33105776,98514369,1,5,1,N,N,N,7,6,6,9,N,5,6
3.252E+13,33104169,98442360,1,5,1,N,N,N,7,6,6,9,N,5,6
3.252E+13,33105394,98525143,1,5,1,N,N,N,6,5,5,N,N,5,6
3.252E+13,33103119,98481579,1,5,1,7,7,8,6,N,7,7,N,5,6
3.252E+13,33103384,98451428,1,5,5,6,8,7,6,N,7,9,N,5,9
3.252E+13,32595441,98272299,1,5,1,N,N,N,6,7,4,8,N,5,6
3.252E+13,33032945,98333441,1,5,2,7,7,6,6,N,6,6,N,5,6
3.252E+13,33054952,98352364,1,5,1,N,N,N,7,7,5,5,N,5,6
3.252E+13,33044473,98345646,1,5,1,7,7,6,6,N,6,5,N,5,6
3.252E+13,33010839,98293127,1,5,1,7,7,7,6,N,7,8,N,5,6
3.252E+13,33221384,98444157,1,5,1,6,7,7,8,N,6,6,N,5,6
3.252E+13,33221346,98434763,1,5,1,N,N,N,7,6,6,7,N,5,6
3.252E+13,33191689,98390531,1,5,1,N,N,N,7,7,6,8,N,5,6
3.252E+13,33182307,98380066,1,5,1,N,N,N,6,6,6,9,N,5,6
3.252E+13,33154896,98275445,1,5,1,N,N,N,8,7,4,9,N,5,6
3.252E+13,33154937,98252184,1,5,1,7,6,6,6,N,6,9,N,5,6
3.252E+13,33154951,98251928,1,9,1,N,N,N,7,6,4,9,N,5,6
3.252E+13,33214543,98540965,1,5,1,N,N,N,6,7,6,6,N,5,6
3.252E+13,33214610,98525254,1,5,1,N,N,N,6,6,6,9,N,5,6
3.252E+13,33214451,98453572,1,5,3,8,6,6,7,N,6,4,N,5,6
3.25201E+13,33073949,98384574,1,5,1,N,N,N,7,7,7,5,N,5,6
3.25201E+13,33065469,98354295,1,5,1,7,7,6,5,N,6,6,N,5,6
3.25201E+13,33061073,98333758,1,5,1,7,6,6,6,N,6,4,N,5,6
3.25201E+13,33125632,98465342,1,5,1,N,N,N,7,6,6,4,N,5,6
3.25201E+13,33131595,98472505,1,5,1,7,7,6,6,N,6,5,N,5,6
3.25201E+13,33135424,98492029,1,5,1,7,7,7,7,N,7,5,N,5,6
3.25201E+13,33113820,98445589,1,5,1,N,N,N,7,7,6,9,N,5,6
3.25201E+13,33113811,98450693,1,5,1,N,N,N,7,7,6,9,N,5,6
3.25201E+13,33153959,98530953,1,5,1,N,N,N,6,7,6,7,N,5,6
3.25201E+13,33190742,98544598,1,5,1,N,N,N,7,7,6,4,N,5,7
3.25201E+13,33211592,98552882,1,5,1,7,7,7,7,N,7,5,N,5,7
3.25201E+13,32594645,98410867,1,5,1,N,N,N,7,6,6,4,N,5,7
3.25201E+13,32583505,98442223,1,5,4,5,6,6,6,N,6,5,N,5,9
3.25201E+13,32591160,98421768,1,5,4,5,6,6,6,N,6,5,N,5,7
3.25201E+13,33110170,98313433,1,5,1,7,7,7,6,N,6,8,N,5,6
3.25201E+13,33120126,98302801,1,5,1,N,N,N,6,6,4,9,N,5,6
3.25201E+13,33094393,98323234,1,5,1,N,N,N,7,6,6,7,N,5,6
3.25201E+13,33151117,98562469,1,5,1,7,6,6,6,N,6,6,N,5,7
3.25201E+13,33134517,98562557,1,5,1,N,N,N,6,7,6,4,N,5,7
3.25201E+13,32574383,98542491,1,5,1,7,7,5,5,N,5,4,N,5,7
3.25201E+13,33053992,98402275,1,5,1,N,N,N,6,6,6,4,N,5,6
3.25201E+13,33045117,98434484,1,5,4,6,7,5,6,N,5,6,N,5,9
3.25201E+13,33041708,98494436,1,5,1,N,N,N,7,6,6,5,N,5,6
3.25201E+13,33044944,98443700,1,5,1,N,N,N,6,6,6,5,N,5,6
3.25201E+13,33040214,98515764,1,5,1,N,N,N,5,7,6,N,N,5,6
3.25201E+13,33051047,98455883,1,5,1,N,N,N,6,6,6,5,N,5,6
3.25201E+13,33031981,98345244,1,5,4,6,7,6,6,N,5,4,N,4,9
3.25202E+13,33161513,98370625,1,5,1,N,N,N,6,6,5,9,N,5,6
3.25202E+13,33124391,98370599,1,5,1,8,7,6,6,N,6,6,N,5,6
3.25202E+13,33182870,98370223,1,5,1,N,N,N,6,5,5,6,N,5,7
3.25202E+13,33181761,98370227,1,5,1,N,N,N,7,6,6,6,N,5,7
3.25202E+13,33214851,98325947,1,5,1,N,N,N,7,7,6,5,N,5,7
3.25202E+13,33213199,98281745,1,5,1,7,7,6,6,N,6,6,N,5,7
3.25202E+13,33215105,98564931,1,5,1,7,7,7,5,N,7,4,N,5,6
3.25202E+13,33221540,98565819,1,5,1,7,6,7,7,N,6,4,N,5,6
3.25202E+13,33220794,98463835,1,5,1,N,N,N,7,6,6,4,N,5,7
3.25202E+13,32583952,98535238,1,5,1,N,N,N,6,7,6,5,N,5,7
3.25202E+13,32573862,98460085,1,5,4,5,7,6,7,N,6,5,N,5,9
3.25203E+13,33105849,98340997,1,5,1,N,N,N,7,7,7,N,N,5,6
3.25203E+13,33100519,98341045,1,5,1,7,6,7,7,N,6,5,N,5,6
3.25203E+13,33072104,98342611,1,5,1,N,N,N,6,7,7,4,N,5,7
3.25203E+13,33134237,98340989,1,5,1,N,N,N,6,7,7,4,N,5,6
3.25203E+13,33073119,98381451,1,5,1,7,7,6,6,N,6,5,N,5,6
3.25203E+13,33020247,98454045,1,5,1,7,7,6,6,N,6,6,N,5,7
3.25203E+13,32575840,98462905,1,5,6,7,8,7,6,N,7,7,N,5,9
032520AA0108001,33233547,98530860,1,5,5,7,7,7,7,N,7,5,N,5,4
032520AA0108003,33225854,98451475,1,5,5,8,8,8,7,N,8,5,N,5,5
032520AA0154001,33112514,98515408,1,5,1,7,7,7,6,N,7,6,N,5,7
032520AA0172001,33012422,98520771,1,5,1,N,N,N,6,7,6,6,N,5,7
032520AA0194001,33180146,98423989,1,5,1,6,6,7,6,N,6,7,N,5,7
032520AA0198001,33043060,98382107,1,5,5,7,7,8,6,N,7,4,N,5,9
032520AA0212003,33052035,98451652,1,5,5,7,8,7,7,N,7,5,N,5,7
032520AA0226001,33130365,98385647,1,5,1,7,7,6,5,N,6,5,N,5,7
032520AA0228001,33123474,98374906,1,5,5,7,8,8,7,N,8,5,N,5,4
032520AA0237001,33001422,98402297,1,5,1,6,5,5,5,N,5,4,N,5,6
032520AA0243001,32591672,98330685,1,5,3,6,6,6,5,N,6,3,N,5,7
032520AA0252001,33023376,98282924,1,5,1,N,N,N,5,7,6,5,N,5,7
032520AA0254001,33074602,98294015,1,5,1,N,N,N,6,7,6,5,N,5,7
032520AA0266001,33150520,98263266,1,5,5,7,8,7,7,N,7,5,N,5,4
032520AA0284001,33195248,98434194,1,5,3,7,7,5,5,N,5,4,N,5,7
032520AA0294001,33164770,98414072,1,5,1,N,N,N,6,7,6,N,N,5,7
032520AA0294002,33164750,98384172,1,5,5,7,7,7,7,N,7,5,N,5,6
032520AA0298001,33230875,98274140,1,5,1,7,7,7,6,N,7,6,N,5,7
032520AA0303001,33201789,98311477,1,5,3,7,6,5,5,N,5,3,N,5,7
032520AA0306001,33200662,98262935,1,5,5,8,8,7,7,N,7,6,N,5,7
032520AA0318001,33190814,98391497,1,5,5,7,8,8,7,N,8,5,N,5,3
032520AA0377001,33071466,98352724,1,5,3,N,N,N,6,6,6,7,N,5,7
032520AA0379001,33224728,98450881,1,5,1,N,N,N,6,6,6,9,N,5,7
032520AA0401001,33013574,98513783,1,5,3,N,N,N,7,7,6,N,N,5,7
032520AA0405001,33015508,98315389,1,5,1,N,N,N,6,6,6,7,N,5,7
032520B00250001,33044631,98343580,1,5,1,7,7,7,5,N,7,9,N,5,9
4.006E+13,35022809,101130967,1,5,1,N,N,N,6,6,5,N,N,5,6
4.006E+13,35015102,101055227,1,5,1,N,N,N,6,6,5,9,N,5,6
4.006E+13,35033578,101214633,1,5,1,7,7,7,8,N,6,9,N,5,7
4.006E+13,34501148,101250258,1,5,4,6,5,6,6,N,5,5,N,4,7
4.006E+13,34490546,101255693,1,5,1,N,N,N,7,6,6,5,N,5,6
4.00601E+13,35030487,101111096,1,5,4,6,7,6,6,N,6,4,N,5,7
4.00601E+13,35042785,101111225,1,5,1,7,7,6,6,N,6,4,N,5,7
4.00601E+13,35083363,101111821,1,5,1,7,7,7,7,N,6,4,N,5,7
4.00601E+13,35074964,101111283,1,5,1,N,N,N,6,7,6,N,N,5,6
4.00601E+13,34482676,101340631,1,5,1,N,N,N,6,6,6,7,N,5,6
4.00603E+13,35022125,101142016,1,5,1,N,N,N,5,6,6,N,N,5,7
4.033E+13,35110289,101371796,1,5,1,N,N,N,7,7,5,9,N,5,6
4.033E+13,35171089,101322609,5,1,5,7,8,7,N,N,7,9,5,5,N
4.033E+13,35141326,101365021,1,5,1,N,N,N,7,6,6,N,N,5,6
4.033E+13,35131369,101345087,1,1,4,5,7,6,N,N,6,3,4,5,N
4.033E+13,35131566,101302548,1,1,2,7,7,7,N,N,6,5,5,5,N
4.033E+13,35131630,101281795,1,1,2,5,6,7,N,N,6,6,5,5,N
4.033E+13,35131735,101280723,1,5,1,N,N,N,7,7,5,N,N,5,6
4.033E+13,35123662,101365584,1,1,5,7,7,7,N,N,6,6,4,5,N
4.033E+13,35131628,101323489,1,1,5,7,8,8,N,N,8,7,2,5,N
4.033E+13,35131679,101260981,1,1,2,6,7,7,N,N,6,6,5,5,N
4.033E+13,35130065,101225708,1,1,2,5,5,5,N,N,5,4,5,5,N
4.033E+13,35123366,101215280,1,1,2,5,6,6,N,N,6,6,5,5,N
4.033E+13,35122501,101194234,1,1,5,7,7,7,N,N,6,6,5,5,N
4.033E+13,35122472,101163353,1,1,5,7,7,7,N,N,6,6,5,5,N
4.033E+13,35122441,101142836,1,1,5,7,7,7,N,N,6,9,7,5,N
4.033E+13,35122414,101101132,1,1,5,7,7,7,N,N,7,7,7,5,N
4.033E+13,35123149,101082433,1,1,5,6,7,7,N,N,7,9,7,5,N
4.033E+13,35122981,101082640,1,1,5,6,7,7,N,N,7,9,9,5,N
4.033E+13,35124726,101070056,1,1,5,6,7,6,N,N,6,9,7,5,N
4.033E+13,35124555,101070288,1,1,5,6,7,6,N,N,6,9,9,5,N
4.033E+13,35123349,101055718,1,1,5,6,6,6,N,N,6,9,9,5,N
4.033E+13,35123312,101055919,1,1,5,6,6,6,N,N,6,9,9,5,N
4.033E+13,35333727,101242373,1,5,1,5,6,6,6,N,6,5,N,5,6
4.033E+13,35300191,101234493,1,5,1,5,5,5,6,N,5,7,N,5,6
4.033E+13,35364389,101135605,1,5,3,5,5,6,6,N,5,6,N,5,6
